index,Municipio,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,nome_municipio,UF,Municipio_mapa,nome_unico,Pop_2018,Area,pop_por_area
1753,Santa Juliana (MG),706,726,868,558,Santa Juliana,MG,SANTA JULIANA MG,Santa Juliana MG,13743,723.784,18.98770904026616
3584,Santa Leopoldina (ES),626,646,797,477,Santa Leopoldina,ES,SANTA LEOPOLDINA ES,Santa Leopoldina ES,12300,718.097,17.128605188435547
4464,Santa Luz (PI),588,539,768,490,Santa Luz,PI,SANTA LUZ PI,Santa Luz PI,5836,1186.844,4.917242704180162
5116,Santa Luzia (BA),556,564,768,396,Santa Luzia,BA,SANTA LUZIA BA,Santa Luzia BA,12751,824.462,15.465843180158698
2688,Santa Luzia D'Oeste (RO),670,657,812,564,Santa Luzia D'Oeste,RO,SANTA LUZIA D'OESTE RO,Santa Luzia D'Oeste RO,6781,1197.796,5.661231127838129
5195,Santa Luzia (MA),550,525,700,452,Santa Luzia,MA,SANTA LUZIA MA,Santa Luzia MA,72440,4837.038,14.97610727887604
2395,Santa Luzia (PB),682,620,804,635,Santa Luzia,PB,SANTA LUZIA PB,Santa Luzia PB,15336,455.717,33.65246413892833
5275,Santa Luzia do Itanhy (SE),545,513,764,414,Santa Luzia do Itanhy,SE,SANTA LUZIA DO ITANHY SE,Santa Luzia do Itanhy SE,13947,325.258,42.87980618462882
4171,Santa Luzia do Paruá (MA),599,583,723,510,Santa Luzia do Paruá,MA,SANTA LUZIA DO PARUA MA,Santa Luzia do Paruá MA,25134,1010.483,24.87325368165521
5262,Santa Luzia do Pará (PA),546,530,724,424,Santa Luzia do Pará,PA,SANTA LUZIA DO PARA PA,Santa Luzia do Pará PA,19852,1356.124,14.638779344661698
2275,Santa Lúcia (PR),687,688,795,592,Santa Lúcia,PR,SANTA LUCIA PR,Santa Lúcia PR,3834,116.858,32.80905030036455
3901,Santa Margarida (MG),610,635,785,455,Santa Margarida,MG,SANTA MARGARIDA MG,Santa Margarida MG,16111,255.73,63.00003910374223
2732,Santa Maria Madalena (RJ),668,672,797,556,Santa Maria Madalena,RJ,SANTA MARIA MADALENA RJ,Santa Maria Madalena RJ,10417,811.454,12.83744981231222
4409,Santa Maria (RN),590,554,779,477,Santa Maria,RN,SANTA MARIA RN,Santa Maria RN,5480,219.57,24.957872204763856
103,Santa Maria (RS),784,795,848,715,Santa Maria,RS,SANTA MARIA RS,Santa Maria RS,285964,1954.367,146.32052219465433
4414,Santa Maria da Boa Vista (PE),590,564,773,472,Santa Maria da Boa Vista,PE,SANTA MARIA DA BOA VISTA PE,Santa Maria da Boa Vista PE,41759,3000.774,13.916076318976373
2291,Santa Maria da Serra (SP),686,688,820,571,Santa Maria da Serra,SP,SANTA MARIA DA SERRA SP,Santa Maria da Serra SP,6107,252.621,24.174553976114417
3841,Santa Maria da Vitória (BA),614,592,758,516,Santa Maria da Vitória,BA,SANTA MARIA DA VITORIA BA,Santa Maria da Vitória BA,55230,3739.271,14.770258694809764
5280,Santa Maria das Barreiras (PA),544,555,783,370,Santa Maria das Barreiras,PA,SANTA MARIA DAS BARREIRAS PA,Santa Maria das Barreiras PA,21042,10330.214,2.0369374729313448
3168,Santa Maria de Itabira (MG),648,622,821,533,Santa Maria de Itabira,MG,SANTA MARIA DE ITABIRA MG,Santa Maria de Itabira MG,10836,597.441,18.13735582258332
2653,Santa Maria de Jetibá (ES),671,695,834,521,Santa Maria de Jetibá,ES,SANTA MARIA DE JETIBA ES,Santa Maria de Jetibá ES,39849,735.239,54.19870273475699
5235,Santa Maria do Cambucá (PE),548,571,735,393,Santa Maria do Cambucá,PE,SANTA MARIA DO CAMBUCA PE,Santa Maria do Cambucá PE,14048,92.148,152.45040586881973
2529,Santa Maria do Herval (RS),676,716,846,510,Santa Maria do Herval,RS,SANTA MARIA DO HERVAL RS,Santa Maria do Herval RS,6315,139.701,45.20368501299203
3948,Santa Maria do Oeste (PR),609,600,790,477,Santa Maria do Oeste,PR,SANTA MARIA DO OESTE PR,Santa Maria do Oeste PR,9824,837.468,11.730597467604731
4207,Santa Maria do Pará (PA),598,595,764,471,Santa Maria do Pará,PA,SANTA MARIA DO PARA PA,Santa Maria do Pará PA,24725,457.724,54.01726804799399
3858,Santa Maria do Salto (MG),613,593,765,507,Santa Maria do Salto,MG,SANTA MARIA DO SALTO MG,Santa Maria do Salto MG,5248,440.605,11.910895246309051
3300,Santa Maria do Suaçuí (MG),640,629,817,511,Santa Maria do Suaçuí,MG,SANTA MARIA DO SUACUI MG,Santa Maria do Suaçuí MG,14620,624.047,23.427722591407377
3422,Santa Maria do Tocantins (TO),634,600,784,543,Santa Maria do Tocantins,TO,SANTA MARIA DO TOCANTINS TO,Santa Maria do Tocantins TO,3381,1410.457,2.3970954095020263
1917,Santa Mariana (PR),700,684,804,624,Santa Mariana,PR,SANTA MARIANA PR,Santa Mariana PR,11829,427.193,27.690060464473905
808,Santa Mercedes (SP),739,683,847,699,Santa Mercedes,SP,SANTA MERCEDES SP,Santa Mercedes SP,2935,166.753,17.600882742739262
1801,Santa Mônica (PR),704,698,792,630,Santa Mônica,PR,SANTA MONICA PR,Santa Mônica PR,3944,259.957,15.171739941605727
3786,Santa Quitéria (CE),616,546,775,553,Santa Quitéria,CE,SANTA QUITERIA CE,Santa Quitéria CE,43695,4260.479,10.255889067872417
5135,Santa Quitéria do Maranhão (MA),555,490,760,458,Santa Quitéria do Maranhão,MA,SANTA QUITERIA DO MARANHAO MA,Santa Quitéria do Maranhao MA,25519,1434.757,17.786287155246498
3949,Santa Rita (MA),609,553,743,551,Santa Rita,MA,SANTA RITA MA,Santa Rita MA,37404,756.797,49.42408598342752
2189,Santa Rita de Caldas (MG),690,693,823,576,Santa Rita de Caldas,MG,SANTA RITA DE CALDAS MG,Santa Rita de Caldas MG,8974,503.011,17.840564122852182
4051,Santa Rita de Cássia (BA),605,564,766,513,Santa Rita de Cássia,BA,SANTA RITA DE CASSIA BA,Santa Rita de Cássia BA,28192,6030.085,4.675224312758444
3498,Santa Rita de Ibitipoca (MG),630,625,793,505,Santa Rita de Ibitipoca,MG,SANTA RITA DE IBITIPOCA MG,Santa Rita de Ibitipoca MG,3449,324.234,10.637379176767396
2402,Santa Rita de Jacutinga (MG),682,676,826,567,Santa Rita de Jacutinga,MG,SANTA RITA DE JACUTINGA MG,Santa Rita de Jacutinga MG,4905,420.94,11.652492041621134
3859,Santa Rita de Minas (MG),613,627,791,464,Santa Rita de Minas,MG,SANTA RITA DE MINAS MG,Santa Rita de Minas MG,7155,68.153,104.984373395155
3985,Santa Rita do Itueto (MG),607,609,779,472,Santa Rita do Itueto,MG,SANTA RITA DO ITUETO MG,Santa Rita do Itueto MG,5522,485.081,11.383665820759832
3258,Santa Rita do Pardo (MS),642,655,800,505,Santa Rita do Pardo,MS,SANTA RITA DO PARDO MS,Santa Rita do Pardo MS,7801,6139.729,1.2705772518624192
182,Santa Rita do Passa Quatro (SP),775,764,887,686,Santa Rita do Passa Quatro,SP,SANTA RITA DO PASSA QUATRO SP,Santa Rita do Passa Quatro SP,27514,754.141,36.48389359549474
1284,Santa Rita do Sapucaí (MG),721,727,830,620,Santa Rita do Sapucaí,MG,SANTA RITA DO SAPUCAI MG,Santa Rita do Sapucaí MG,42751,352.969,121.11828517518536
3113,Santa Rita do Tocantins (TO),651,630,830,527,Santa Rita do Tocantins,TO,SANTA RITA DO TOCANTINS TO,Santa Rita do Tocantins TO,2344,3274.948,0.7157365552063728
911,Santa Rita do Trivelato (MT),735,738,852,632,Santa Rita do Trivelato,MT,SANTA RITA DO TRIVELATO MT,Santa Rita do Trivelato MT,3330,4734.93,0.7032838922645107
238,Santa Rosa (RS),769,752,871,693,Santa Rosa,RS,SANTA ROSA RS,Santa Rosa RS,72919,489.714,148.9011953915959
1771,Santa Rosa da Serra (MG),705,695,866,583,Santa Rosa da Serra,MG,SANTA ROSA DA SERRA MG,Santa Rosa da Serra MG,3343,284.334,11.7572995139519
1896,Santa Rosa de Goiás (GO),701,643,844,635,Santa Rosa de Goiás,GO,SANTA ROSA DE GOIAS GO,Santa Rosa de Goiás GO,2388,164.097,14.552368416241611
420,Santa Rosa de Lima (SC),757,726,843,710,Santa Rosa de Lima,SC,SANTA ROSA DE LIMA SC,Santa Rosa de Lima SC,2137,202.845,10.535137666691316
4332,Santa Rosa de Lima (SE),592,527,766,514,Santa Rosa de Lima,SE,SANTA ROSA DE LIMA SE,Santa Rosa de Lima SE,3904,67.672,57.69003428301218
230,Santa Rosa de Viterbo (SP),770,746,868,704,Santa Rosa de Viterbo,SP,SANTA ROSA DE VITERBO SP,Santa Rosa de Viterbo SP,26322,288.576,91.21340652029274
4906,Santa Rosa do Piauí (PI),567,539,699,483,Santa Rosa do Piauí,PI,SANTA ROSA DO PIAUI PI,Santa Rosa do Piauí PI,5258,340.198,15.455705206967709
5472,Santa Rosa do Purus (AC),517,519,781,340,Santa Rosa do Purus,AC,SANTA ROSA DO PURUS AC,Santa Rosa do Purus AC,6362,6145.612,1.0352101629585466
1760,Santa Rosa do Sul (SC),705,702,806,618,Santa Rosa do Sul,SC,SANTA ROSA DO SUL SC,Santa Rosa do Sul SC,8338,150.299,55.47608433855181
4262,Santa Rosa do Tocantins (TO),595,574,780,471,Santa Rosa do Tocantins,TO,SANTA ROSA DO TOCANTINS TO,Santa Rosa do Tocantins TO,4811,1796.257,2.678347252091432
218,Santa Salete (SP),772,712,864,748,Santa Salete,SP,SANTA SALETE SP,Santa Salete SP,1539,79.192,19.4337811900192
1499,Santa Teresa (ES),714,722,834,604,Santa Teresa,ES,SANTA TERESA ES,Santa Teresa ES,23392,683.219,34.23792371113801
3541,Santa Teresinha (PB),627,586,820,513,Santa Teresinha,PB,SANTA TERESINHA PB,Santa Teresinha PB,4585,357.95,12.809051543511664
629,Santa Tereza (RS),746,765,853,637,Santa Tereza,RS,SANTA TEREZA RS,Santa Tereza RS,1734,73.976,23.440034605818106
2795,Santa Tereza de Goiás (GO),665,635,825,561,Santa Tereza de Goiás,GO,SANTA TEREZA DE GOIAS GO,Santa Tereza de Goiás GO,3431,794.556,4.318134908049276
2850,Santa Tereza do Tocantins (TO),662,618,817,575,Santa Tereza do Tocantins,TO,SANTA TEREZA DO TOCANTINS TO,Santa Tereza do Tocantins TO,2834,539.912,5.249003541317844
3953,Santa Terezinha (MT),609,596,761,498,Santa Terezinha,MT,SANTA TEREZINHA MT,Santa Terezinha MT,8281,6466.89,1.2805227860687285
4320,Santa Terezinha (PE),593,540,737,524,Santa Terezinha,PE,SANTA TEREZINHA PE,Santa Terezinha PE,11764,200.32,58.72603833865815
2696,Santa Terezinha (SC),669,637,817,575,Santa Terezinha,SC,SANTA TEREZINHA SC,Santa Terezinha SC,8801,715.504,12.30042040296071
1891,Santa Terezinha de Goiás (GO),701,647,826,644,Santa Terezinha de Goiás,GO,SANTA TEREZINHA DE GOIAS GO,Santa Terezinha de Goiás GO,8931,1202.246,7.42859614421674
2400,Santa Terezinha do Progresso (SC),682,686,791,585,Santa Terezinha do Progresso,SC,SANTA TEREZINHA DO PROGRESSO SC,Santa Terezinha do Progresso SC,2484,119.26,20.82844205936609
3363,Santa Terezinha do Tocantins (TO),637,583,758,584,Santa Terezinha do Tocantins,TO,SANTA TEREZINHA DO TOCANTINS TO,Santa Terezinha do Tocantins TO,2528,269.677,9.374177256495733
1613,Santa Vitória (MG),710,718,865,576,Santa Vitória,MG,SANTA VITORIA MG,Santa Vitória MG,19608,3001.357,6.533044886029886
1562,Santa Vitória do Palmar (RS),712,709,861,591,Santa Vitória do Palmar,RS,SANTA VITORIA DO PALMAR RS,Santa Vitória do Palmar RS,29877,5195.667,5.750368528237086
4210,Santaluz (BA),598,559,764,500,Santaluz,BA,SANTALUZ BA,Santaluz BA,37158,1623.447,22.88833574486879
3980,Santana (BA),608,585,776,496,Santana,BA,SANTANA BA,Santana BA,26517,1909.353,13.887950525649265
3442,Santana da Boa Vista (RS),633,630,802,503,Santana da Boa Vista,RS,SANTANA DA BOA VISTA RS,Santana da Boa Vista RS,8130,1420.616,5.722869515759361
1972,Santana da Vargem (MG),698,681,850,587,Santana da Vargem,MG,SANTANA DA VARGEM MG,Santana da Vargem MG,7128,172.444,41.33515808030433
2088,Santana de Cataguases (MG),694,643,793,655,Santana de Cataguases,MG,SANTANA DE CATAGUASES MG,Santana de Cataguases MG,3853,161.486,23.859653468412123
5362,Santana de Mangueira (PB),535,488,756,414,Santana de Mangueira,PB,SANTANA DE MANGUEIRA PB,Santana de Mangueira PB,5198,402.153,12.925428879058469
3523,Santana de Pirapama (MG),628,617,816,493,Santana de Pirapama,MG,SANTANA DE PIRAPAMA MG,Santana de Pirapama MG,7696,1255.832,6.1282082316743
4466,Santana do Acaraú (CE),587,536,755,500,Santana do Acaraú,CE,SANTANA DO ACARAU CE,Santana do Acaraú CE,32216,969.326,33.235464642442274
4117,Santana do Araguaia (PA),602,591,774,478,Santana do Araguaia,PA,SANTANA DO ARAGUAIA PA,Santana do Araguaia PA,71187,11591.455,6.141334284608791
3876,Santana do Cariri (CE),612,527,779,557,Santana do Cariri,CE,SANTANA DO CARIRI CE,Santana do Cariri CE,17622,855.563,20.596963636809917
2746,Santana do Garambéu (MG),667,648,822,558,Santana do Garambéu,MG,SANTANA DO GARAMBEU MG,Santana do Garambéu MG,2438,203.074,12.005475836394616
4386,Santana do Ipanema (AL),591,579,770,463,Santana do Ipanema,AL,SANTANA DO IPANEMA AL,Santana do Ipanema AL,47486,437.875,108.44647445047104
2273,Santana do Itararé (PR),687,654,848,585,Santana do Itararé,PR,SANTANA DO ITARARE PR,Santana do Itararé PR,5031,251.269,20.0223664678094
3173,Santana do Jacaré (MG),647,655,790,523,Santana do Jacaré,MG,SANTANA DO JACARE MG,Santana do Jacaré MG,4807,106.169,45.27686989610904
3694,Santana do Manhuaçu (MG),621,622,809,475,Santana do Manhuaçu,MG,SANTANA DO MANHUACU MG,Santana do Manhuaçu MG,8681,347.362,24.991219534664125
5499,Santana do Maranhão (MA),510,445,758,394,Santana do Maranhão,MA,SANTANA DO MARANHAO MA,Santana do Maranhao MA,13223,932.022,14.187433343848106
4375,Santana do Matos (RN),591,559,767,482,Santana do Matos,RN,SANTANA DO MATOS RN,Santana do Matos RN,12954,1425.364,9.088204837501156
5463,Santana do Mundaú (AL),519,513,752,362,Santana do Mundaú,AL,SANTANA DO MUNDAU AL,Santana do Mundaú AL,10755,225.407,47.7136912340788
4780,Santana do Piauí (PI),574,539,736,476,Santana do Piauí,PI,SANTANA DO PIAUI PI,Santana do Piauí PI,4625,111.063,41.64303143261032
2786,Santana do Riacho (MG),665,641,834,551,Santana do Riacho,MG,SANTANA DO RIACHO MG,Santana do Riacho MG,4274,677.207,6.311216511347343
4398,Santana do São Francisco (SE),590,544,716,526,Santana do São Francisco,SE,SANTANA DO SAO FRANCISCO SE,Santana do Sao Francisco SE,7714,45.105,171.02316816317483
3266,Santana do Seridó (RN),642,595,767,580,Santana do Seridó,RN,SANTANA DO SERIDO RN,Santana do Seridó RN,2670,188.403,14.17174885750227
4300,Santana dos Garrotes (PB),594,568,772,479,Santana dos Garrotes,PB,SANTANA DOS GARROTES PB,Santana dos Garrotes PB,7077,353.815,20.001978435057868
3181,Santana dos Montes (MG),647,608,801,557,Santana dos Montes,MG,SANTANA DOS MONTES MG,Santana dos Montes MG,3789,196.565,19.276066441126343
4330,Santanópolis (BA),592,561,746,496,Santanópolis,BA,SANTANOPOLIS BA,Santanópolis BA,8920,222.686,40.05640228842406
4486,Santarém Novo (PA),587,520,774,502,Santarém Novo,PA,SANTAREM NOVO PA,Santarém Novo PA,6664,229.51,29.035771861792515
2169,Santarém (PA),691,632,807,648,Santarém,PA,SANTAREM PA,Santarém PA,302667,17898.389,16.910292876079517
278,Santiago (RS),766,746,882,682,Santiago,RS,SANTIAGO RS,Santiago RS,49493,2414.195,20.500829469036265
1088,Santiago do Sul (SC),728,731,811,652,Santiago do Sul,SC,SANTIAGO DO SUL SC,Santiago do Sul SC,1286,73.335,17.53596509170246
2212,Santo Afonso (MT),689,655,834,599,Santo Afonso,MT,SANTO AFONSO MT,Santo Afonso MT,3136,1174.212,2.670727262197968
3193,Santo Amaro (BA),646,626,772,559,Santo Amaro,BA,SANTO AMARO BA,Santo Amaro BA,59512,489.323,121.62109690327247
3356,Santo Amaro das Brotas (SE),637,613,778,543,Santo Amaro das Brotas,SE,SANTO AMARO DAS BROTAS SE,Santo Amaro das Brotas SE,12051,236.965,50.85561158820923
5466,Santo Amaro do Maranhão (MA),518,454,738,416,Santo Amaro do Maranhão,MA,SANTO AMARO DO MARANHAO MA,Santo Amaro do Maranhao MA,15654,1584.832,9.877387634777692
494,Santo Anastácio (SP),753,725,854,689,Santo Anastácio,SP,SANTO ANASTACIO SP,Santo Anastácio SP,20889,552.876,37.78243222711784
4151,Santo André (PB),600,568,797,476,Santo André,PB,SANTO ANDRE PB,Santo André PB,2532,197.713,12.80644166038652
3712,Santo Antônio (RN),620,595,782,512,Santo Antônio,RN,SANTO ANTONIO RN,Santo Antônio RN,30269,494.433,61.21961924062512
1856,Santo Antônio da Alegria (SP),702,690,830,604,Santo Antônio da Alegria,SP,SANTO ANTONIO DA ALEGRIA SP,Santo Antônio da Alegria SP,6880,310.311,22.171305561195062
2160,Santo Antônio da Barra (GO),691,665,835,593,Santo Antônio da Barra,GO,SANTO ANTONIO DA BARRA GO,Santo Antônio da Barra GO,4787,451.598,10.600135518757831
1400,Santo Antônio da Patrulha (RS),717,718,866,594,Santo Antônio da Patrulha,RS,SANTO ANTONIO DA PATRULHA RS,Santo Antônio da Patrulha RS,42648,1049.807,40.62461004737061
1372,Santo Antônio da Platina (PR),718,733,817,617,Santo Antônio da Platina,PR,SANTO ANTONIO DA PLATINA PR,Santo Antônio da Platina PR,45728,721.472,63.381531091989714
2283,Santo Antônio das Missões (RS),686,672,835,576,Santo Antônio das Missões,RS,SANTO ANTONIO DAS MISSOES RS,Santo Antônio das Missões RS,10305,1710.869,6.023254848851666
1926,Santo Antônio de Jesus (BA),700,677,815,622,Santo Antônio de Jesus,BA,SANTO ANTONIO DE JESUS BA,Santo Antônio de Jesus BA,100605,261.74,384.3699854817758
4542,Santo Antônio de Lisboa (PI),584,597,704,473,Santo Antônio de Lisboa,PI,SANTO ANTONIO DE LISBOA PI,Santo Antônio de Lisboa PI,6388,385.135,16.586391784698872
1864,Santo Antônio de Posse (SP),702,718,838,576,Santo Antônio de Posse,SP,SANTO ANTONIO DE POSSE SP,Santo Antônio de Posse SP,23085,154.133,149.7732477795151
1392,Santo Antônio de Pádua (RJ),718,709,806,648,Santo Antônio de Pádua,RJ,SANTO ANTONIO DE PADUA RJ,Santo Antônio de Pádua RJ,53090,794.314,66.83754787149667
2637,Santo Antônio do Amparo (MG),672,641,823,576,Santo Antônio do Amparo,MG,SANTO ANTONIO DO AMPARO MG,Santo Antônio do Amparo MG,18434,488.885,37.70620902666271
422,Santo Antônio do Aracanguá (SP),757,710,840,728,Santo Antônio do Aracanguá,SP,SANTO ANTONIO DO ARACANGUA SP,Santo Antônio do Aracanguá SP,12397,1382.248,8.968723412875258
2652,Santo Antônio do Aventureiro (MG),671,660,841,545,Santo Antônio do Aventureiro,MG,SANTO ANTONIO DO AVENTUREIRO MG,Santo Antônio do Aventureiro MG,3602,202.032,17.828858794646393
2027,Santo Antônio do Caiuá (PR),696,650,820,632,Santo Antônio do Caiuá,PR,SANTO ANTONIO DO CAIUA PR,Santo Antônio do Caiuá PR,2656,219.068,12.12408932386291
3444,Santo Antônio do Grama (MG),633,626,823,493,Santo Antônio do Grama,MG,SANTO ANTONIO DO GRAMA MG,Santo Antônio do Grama MG,3937,130.213,30.235076374862725
5094,Santo Antônio do Itambé (MG),558,537,794,408,Santo Antônio do Itambé,MG,SANTO ANTONIO DO ITAMBE MG,Santo Antônio do Itambé MG,3877,305.737,12.68083352685478
5541,Santo Antônio do Içá (AM),490,438,759,353,Santo Antônio do Içá,AM,SANTO ANTONIO DO ICA AM,Santo Antônio do Içá AM,21966,12366.143,1.776301632610912
4770,Santo Antônio do Jacinto (MG),574,575,772,427,Santo Antônio do Jacinto,MG,SANTO ANTONIO DO JACINTO MG,Santo Antônio do Jacinto MG,11677,503.706,23.18217372832565
1505,Santo Antônio do Jardim (SP),714,703,835,620,Santo Antônio do Jardim,SP,SANTO ANTONIO DO JARDIM SP,Santo Antônio do Jardim SP,5968,109.956,54.27625595692823
3028,Santo Antônio do Leste (MT),655,658,853,501,Santo Antônio do Leste,MT,SANTO ANTONIO DO LESTE MT,Santo Antônio do Leste MT,5023,3404.565,1.4753720372499863
2989,Santo Antônio do Leverger (MT),656,651,806,539,Santo Antônio do Leverger,MT,SANTO ANTONIO DO LEVERGER MT,Santo Antônio do Leverger MT,16433,9442.462,1.740330011388979
1204,Santo Antônio do Monte (MG),724,736,840,615,Santo Antônio do Monte,MG,SANTO ANTONIO DO MONTE MG,Santo Antônio do Monte MG,28054,1125.78,24.919611291726625
303,Santo Antônio do Palma (RS),764,787,853,665,Santo Antônio do Palma,RS,SANTO ANTONIO DO PALMA RS,Santo Antônio do Palma RS,2134,126.094,16.92388218313322
1452,Santo Antônio do Paraíso (PR),716,683,813,662,Santo Antônio do Paraíso,PR,SANTO ANTONIO DO PARAISO PR,Santo Antônio do Paraíso PR,2144,165.904,12.923136271578745
1725,Santo Antônio do Pinhal (SP),706,685,812,632,Santo Antônio do Pinhal,SP,SANTO ANTONIO DO PINHAL SP,Santo Antônio do Pinhal SP,6794,133.008,51.07963430771081
386,Santo Antônio do Planalto (RS),759,701,885,705,Santo Antônio do Planalto,RS,SANTO ANTONIO DO PLANALTO RS,Santo Antônio do Planalto RS,2020,203.44,9.929217459693277
4849,Santo Antônio do Retiro (MG),570,504,784,469,Santo Antônio do Retiro,MG,SANTO ANTONIO DO RETIRO MG,Santo Antônio do Retiro MG,7256,796.29,9.112258096924489
2699,Santo Antônio do Rio Abaixo (MG),669,616,823,591,Santo Antônio do Rio Abaixo,MG,SANTO ANTONIO DO RIO ABAIXO MG,Santo Antônio do Rio Abaixo MG,1770,107.269,16.50057332500536
3449,Santo Antônio do Tauá (PA),632,598,753,561,Santo Antônio do Tauá,PA,SANTO ANTONIO DO TAUA PA,Santo Antônio do Tauá PA,31038,537.625,57.73169030458033
4923,Santo Antônio dos Lopes (MA),566,547,714,465,Santo Antônio dos Lopes,MA,SANTO ANTONIO DOS LOPES MA,Santo Antônio dos Lopes MA,14534,770.923,18.85272588831829
800,Santo Augusto (RS),739,753,840,637,Santo Augusto,RS,SANTO AUGUSTO RS,Santo Augusto RS,13923,467.461,29.784302861629097
825,Santo Cristo (RS),738,746,820,656,Santo Cristo,RS,SANTO CRISTO RS,Santo Cristo RS,14300,367.03,38.96139280167834
3582,Santo Estêvão (BA),626,611,808,498,Santo Estêvão,BA,SANTO ESTEVAO BA,Santo Estêvao BA,52413,360.334,145.45671515871385
984,Santo Expedito do Sul (RS),732,679,853,677,Santo Expedito do Sul,RS,SANTO EXPEDITO DO SUL RS,Santo Expedito do Sul RS,2343,125.586,18.656538149156752
2963,Santo Hipólito (MG),657,641,824,536,Santo Hipólito,MG,SANTO HIPOLITO MG,Santo Hipólito MG,3109,430.656,7.219219051865061
818,Santo Inácio (PR),739,746,843,641,Santo Inácio,PR,SANTO INACIO PR,Santo Inácio PR,5431,306.871,17.697990360770486
3847,Santo Inácio do Piauí (PI),613,543,776,546,Santo Inácio do Piauí,PI,SANTO INACIO DO PIAUI PI,Santo Inácio do Piauí PI,3785,852.892,4.437842071446326
213,Santo Ângelo (RS),772,765,863,696,Santo Ângelo,RS,SANTO ANGELO RS,Santo Ângelo RS,86162,1233.587,69.84671531071582
746,Santos Dumont (MG),741,688,847,697,Santos Dumont,MG,SANTOS DUMONT MG,Santos Dumont MG,46555,637.373,73.04200209296597
775,Santópolis do Aguapeí (SP),740,680,830,719,Santópolis do Aguapeí,SP,SANTOPOLIS DO AGUAPEI SP,Santópolis do Aguapeí SP,4736,128.026,36.99248590130129
3891,São Benedito (CE),611,562,764,531,São Benedito,CE,SAO BENEDITO CE,Sao Benedito CE,46949,338.21,138.8161201620295
5322,São Benedito do Rio Preto (MA),541,468,749,452,São Benedito do Rio Preto,MA,SAO BENEDITO DO RIO PRETO MA,Sao Benedito do Rio Preto MA,18608,931.485,19.976703865333317
5394,São Benedito do Sul (PE),530,499,736,406,São Benedito do Sul,PE,SAO BENEDITO DO SUL PE,Sao Benedito do Sul PE,15717,160.477,97.93926855561855
4014,São Bentinho (PB),606,575,787,491,São Bentinho,PB,SAO BENTINHO PB,Sao Bentinho PB,4492,196.823,22.822535984107542
2626,São Bento Abade (MG),672,651,801,581,São Bento Abade,MG,SAO BENTO ABADE MG,Sao Bento Abade MG,5220,80.403,64.92295063617028
4114,São Bento (MA),602,525,762,545,São Bento,MA,SAO BENTO MA,Sao Bento MA,44811,458.052,97.82950407377328
4647,São Bento (PB),580,597,769,424,São Bento,PB,SAO BENTO PB,Sao Bento PB,33796,248.2,136.16438356164383
1320,São Bento do Sapucaí (SP),720,719,812,638,São Bento do Sapucaí,SP,SAO BENTO DO SAPUCAI SP,Sao Bento do Sapucaí SP,10862,252.579,43.00436695053825
4048,São Bento do Tocantins (TO),605,595,736,506,São Bento do Tocantins,TO,SAO BENTO DO TOCANTINS TO,Sao Bento do Tocantins TO,5256,1105.9,4.7526901166470745
4270,São Bento do Trairí (RN),595,526,763,525,São Bento do Trairí,RN,SAO BENTO DO TRAIRI RN,Sao Bento do Trairí RN,4401,190.818,23.06386189982077
4321,São Bento do Una (PE),593,593,789,446,São Bento do Una,PE,SAO BENTO DO UNA PE,Sao Bento do Una PE,58956,719.148,81.9803434063642
2504,São Bernardino (SC),677,653,822,577,São Bernardino,SC,SAO BERNARDINO SC,Sao Bernardino SC,2386,150.06,15.900306544049046
4822,São Bernardo (MA),572,514,762,479,São Bernardo,MA,SAO BERNARDO MA,Sao Bernardo MA,28343,1006.92,28.14821435665197
1002,São Bonifácio (SC),731,729,860,622,São Bonifácio,SC,SAO BONIFACIO SC,Sao Bonifácio SC,2862,458.486,6.242284388181973
876,São Borja (RS),736,720,860,643,São Borja,RS,SAO BORJA RS,Sao Borja RS,60557,3616.69,16.74376294346488
4242,São Braz do Piauí (PI),596,533,771,514,São Braz do Piauí,PI,SAO BRAZ DO PIAUI PI,Sao Braz do Piauí PI,4444,656.361,6.770664314302648
4802,São Brás (AL),572,533,732,480,São Brás,AL,SAO BRAS AL,Sao Brás AL,6953,139.945,49.6838043517096
4522,São Caetano de Odivelas (PA),585,552,767,473,São Caetano de Odivelas,PA,SAO CAETANO DE ODIVELAS PA,Sao Caetano de Odivelas PA,17970,464.166,38.71459779475446
4379,São Caitano (PE),591,583,756,469,São Caitano,PE,SAO CAITANO PE,Sao Caitano PE,37119,382.465,97.05201783169704
32,São Carlos (SP),805,788,863,766,São Carlos,SP,SAO CARLOS SP,Sao Carlos SP,284141,1427.885,198.9943167692076
2410,São Carlos do Ivaí (PR),682,703,825,547,São Carlos do Ivaí,PR,SAO CARLOS DO IVAI PR,Sao Carlos do Ivaí PR,6834,225.077,30.36294245969157
4657,São Desidério (BA),579,584,742,449,São Desidério,BA,SAO DESIDERIO BA,Sao Desidério BA,33193,15116.397,2.19582748455204
3294,São Domingos (BA),640,601,757,575,São Domingos,BA,SAO DOMINGOS BA,Sao Domingos BA,9042,289.963,31.1832889023772
4216,São Domingos (GO),597,576,830,445,São Domingos,GO,SAO DOMINGOS GO,Sao Domingos GO,12791,3295.74,3.8810707155297446
