index,Municipio,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,nome_municipio,UF,Municipio_mapa,nome_unico,Pop_2018,Area,pop_por_area
134,Braço do Trombudo (SC),780,766,883,702,Braço do Trombudo,SC,BRACO DO TROMBUDO SC,Braço do Trombudo SC,3718,89.411,41.58325038306248
3615,Braúnas (MG),624,635,802,478,Braúnas,MG,BRAUNAS MG,Braúnas MG,4835,378.318,12.78025364904657
5251,Brejão (PE),547,540,725,417,Brejão,PE,BREJAO PE,Brejao PE,8999,159.786,56.31907676517342
2996,Brejetuba (ES),656,630,828,540,Brejetuba,ES,BREJETUBA ES,Brejetuba ES,12381,354.404,34.934707283213505
4767,Brejinho (PE),574,563,681,493,Brejinho,PE,BREJINHO PE,Brejinho PE,7486,106.276,70.43923369340209
4365,Brejinho (RN),592,585,722,492,Brejinho,RN,BREJINHO RN,Brejinho RN,12609,61.559,204.827888692149
2305,Brejinho de Nazaré (TO),686,635,820,619,Brejinho de Nazaré,TO,BREJINHO DE NAZARE TO,Brejinho de Nazaré TO,5475,1724.45,3.174925338513729
5330,Brejo Grande (SE),540,515,701,435,Brejo Grande,SE,BREJO GRANDE SE,Brejo Grande SE,8264,143.887,57.43395859250662
4382,Brejo Grande do Araguaia (PA),591,588,743,473,Brejo Grande do Araguaia,PA,BREJO GRANDE DO ARAGUAIA PA,Brejo Grande do Araguaia PA,7392,1288.477,5.7370057827962775
5025,Brejo (MA),562,517,758,454,Brejo,MA,BREJO MA,Brejo MA,36139,1074.236,33.64158341370052
3171,Brejo Santo (CE),647,596,768,592,Brejo Santo,CE,BREJO SANTO CE,Brejo Santo CE,49109,663.429,74.0229926638721
5002,Brejo da Madre de Deus (PE),562,581,734,417,Brejo da Madre de Deus,PE,BREJO DA MADRE DE DEUS PE,Brejo da Madre de Deus PE,50249,762.345,65.91372672477684
5465,Brejo de Areia (MA),519,507,677,408,Brejo de Areia,MA,BREJO DE AREIA MA,Brejo de Areia MA,9367,986.036,9.499653156679878
4234,Brejo do Cruz (PB),597,575,798,463,Brejo do Cruz,PB,BREJO DO CRUZ PB,Brejo do Cruz PB,13993,399.02,35.068417623176785
5485,Brejo do Piauí (PI),515,531,725,354,Brejo do Piauí,PI,BREJO DO PIAUI PI,Brejo do Piauí PI,3902,2267.326,1.7209699884357168
3724,Brejo dos Santos (PB),619,564,776,541,Brejo dos Santos,PB,BREJO DOS SANTOS PB,Brejo dos Santos PB,6433,93.846,68.54847303028366
4333,Brejolândia (BA),592,533,746,523,Brejolândia,BA,BREJOLANDIA BA,Brejolândia BA,10493,2247.208,4.66934969971627
4895,Breu Branco (PA),568,555,781,422,Breu Branco,PA,BREU BRANCO PA,Breu Branco PA,64738,3941.911,16.42299889571327
5522,Breves (PA),503,524,778,312,Breves,PA,BREVES PA,Breves PA,101891,9566.572,10.650732571709073
2634,Britânia (GO),672,692,802,546,Britânia,GO,BRITANIA GO,Britânia GO,5761,1463.006,3.9377828935766495
1941,Brochier (RS),699,723,851,554,Brochier,RS,BROCHIER RS,Brochier RS,5043,105.353,47.86764496502236
765,Brotas (SP),740,724,815,688,Brotas,SP,BROTAS SP,Brotas SP,24163,1101.374,21.938959881021344
4853,Brotas de Macaúbas (BA),570,552,754,445,Brotas de Macaúbas,BA,BROTAS DE MACAUBAS BA,Brotas de Macaúbas BA,10341,2370.486,4.36239657184223
3000,Brumado (BA),656,630,807,554,Brumado,BA,BRUMADO BA,Brumado BA,67048,2207.612,30.371279010985624
2880,Brunópolis (SC),661,646,819,545,Brunópolis,SC,BRUNOPOLIS SC,Brunópolis SC,2473,336.294,7.353684573617133
55,Brusque (SC),795,794,894,707,Brusque,SC,BRUSQUE SC,Brusque SC,160144,754.295,212.3095075534108
3593,Brás Pires (MG),625,582,801,523,Brás Pires,MG,BRAS PIRES MG,Brás Pires MG,4374,223.351,19.58352548231259
2946,Bueno Brandão (MG),658,662,848,507,Bueno Brandão,MG,BUENO BRANDAO MG,Bueno Brandao MG,11010,356.15,30.91394075529973
4316,Buenos Aires (PE),593,556,778,481,Buenos Aires,PE,BUENOS AIRES PE,Buenos Aires PE,13119,93.187,140.78143947117087
2707,Buenópolis (MG),669,650,796,579,Buenópolis,MG,BUENOPOLIS MG,Buenópolis MG,10377,1599.881,6.48610740423819
3852,Buerarema (BA),613,604,772,495,Buerarema,BA,BUERAREMA BA,Buerarema BA,18391,219.487,83.79083954858375
4425,Bujari (AC),589,603,772,439,Bujari,AC,BUJARI AC,Bujari AC,10111,3034.869,3.331610029955164
5183,Bujaru (PA),552,495,779,437,Bujaru,PA,BUJARU PA,Bujaru PA,28832,1005.168,28.683762316349107
2748,Buri (SP),667,642,799,578,Buri,SP,BURI SP,Buri SP,19789,1195.91,16.547231815103142
332,Buritama (SP),763,736,839,720,Buritama,SP,BURITAMA SP,Buritama SP,17003,326.921,52.009506883926086
1609,Buriti Alegre (GO),710,700,831,614,Buriti Alegre,GO,BURITI ALEGRE GO,Buriti Alegre GO,9433,895.456,10.534297609262769
4406,Buriti Bravo (MA),590,539,752,506,Buriti Bravo,MA,BURITI BRAVO MA,Buriti Bravo MA,23827,1582.552,15.056061349010966
5231,Buriti (MA),548,479,714,480,Buriti,MA,BURITI MA,Buriti MA,28557,1473.964,19.374285939140982
2272,Buriti de Goiás (GO),687,707,806,570,Buriti de Goiás,GO,BURITI DE GOIAS GO,Buriti de Goiás GO,2501,199.292,12.549424964373884
3557,Buriti do Tocantins (TO),627,575,713,601,Buriti do Tocantins,TO,BURITI DO TOCANTINS TO,Buriti do Tocantins TO,11197,251.921,44.44647329916919
4959,Buriti dos Lopes (PI),565,544,735,452,Buriti dos Lopes,PI,BURITI DOS LOPES PI,Buriti dos Lopes PI,19754,689.234,28.660803152485222
4772,Buriti dos Montes (PI),574,527,780,460,Buriti dos Montes,PI,BURITI DOS MONTES PI,Buriti dos Montes PI,8223,2437.326,3.3737792974760046
5117,Buriticupu (MA),556,533,708,455,Buriticupu,MA,BURITICUPU MA,Buriticupu MA,71723,2544.857,28.18350893586555
1787,Buritinópolis (GO),704,727,813,591,Buritinópolis,GO,BURITINOPOLIS GO,Buritinópolis GO,3302,247.047,13.36587774795889
4944,Buritirama (BA),565,504,761,471,Buritirama,BA,BURITIRAMA BA,Buritirama BA,21067,4046.736,5.20592398416897
4567,Buritirana (MA),583,540,725,505,Buritirana,MA,BURITIRANA MA,Buritirana MA,15393,818.424,18.808099469223777
2636,Buritis (MG),672,666,815,558,Buritis,MG,BURITIS MG,Buritis MG,24663,5225.186,4.720023363761596
3776,Buritis (RO),616,650,751,479,Buritis,RO,BURITIS RO,Buritis RO,38937,3265.809,11.922620091989458
898,Buritizal (SP),735,743,830,643,Buritizal,SP,BURITIZAL SP,Buritizal SP,4447,266.42,16.691689813077094
2219,Butiá (RS),689,691,848,558,Butiá,RS,BUTIA RS,Butiá RS,20929,752.187,27.824197972046843
5424,Buíque (PE),527,497,746,395,Buíque,PE,BUIQUE PE,Buíque PE,57825,1320.87,43.77796452338232
4872,Caapiranga (AM),569,544,775,436,Caapiranga,AM,CAAPIRANGA AM,Caapiranga AM,12877,9455.539,1.3618472727995727
4121,Caaporã (PB),602,565,757,509,Caaporã,PB,CAAPORA PB,Caapora PB,21698,150.168,144.49150285014116
2134,Caarapó (MS),692,676,828,592,Caarapó,MS,CAARAPO MS,Caarapó MS,29743,2089.6,14.233824655436448
5044,Caatiba (BA),561,579,752,406,Caatiba,BA,CAATIBA BA,Caatiba BA,7043,512.436,13.744155367694695
3896,Cabaceiras (PB),611,574,759,523,Cabaceiras,PB,CABACEIRAS PB,Cabaceiras PB,5503,452.925,12.149914444996412
4621,Cabaceiras do Paraguaçu (BA),581,525,763,490,Cabaceiras do Paraguaçu,BA,CABACEIRAS DO PARAGUACU BA,Cabaceiras do Paraguaçu BA,18698,222.026,84.2153621647915
3163,Cabeceira Grande (MG),648,638,788,542,Cabeceira Grande,MG,CABECEIRA GRANDE MG,Cabeceira Grande MG,6909,1031.409,6.698603560760086
2729,Cabeceiras (GO),668,637,819,571,Cabeceiras,GO,CABECEIRAS GO,Cabeceiras GO,7939,1126.912,7.044915663334848
4573,Cabeceiras do Piauí (PI),583,540,769,476,Cabeceiras do Piauí,PI,CABECEIRAS DO PIAUI PI,Cabeceiras do Piauí PI,10540,608.804,17.312632637104883
3116,Cabixi (RO),650,650,757,559,Cabixi,RO,CABIXI RO,Cabixi RO,5438,1314.352,4.137400026781258
897,Cabo Frio (RJ),735,743,836,640,Cabo Frio,RJ,CABO FRIO RJ,Cabo Frio RJ,388710,969.58,400.9055467315745
2572,Cabo Verde (MG),674,686,847,527,Cabo Verde,MG,CABO VERDE MG,Cabo Verde MG,14075,368.206,38.225884423393424
3640,Cabrobó (PE),623,581,773,539,Cabrobó,PE,CABROBO PE,Cabrobó PE,33934,1658.616,20.459226246460904
2101,Cabrália Paulista (SP),694,667,811,619,Cabrália Paulista,SP,CABRALIA PAULISTA SP,Cabrália Paulista SP,4286,239.974,17.860268195721204
3190,Cacaulândia (RO),646,664,801,506,Cacaulândia,RO,CACAULANDIA RO,Cacaulândia RO,6190,1961.778,3.155300956581224
1909,Cacequi (RS),700,680,807,626,Cacequi,RS,CACEQUI RS,Cacequi RS,12705,2373.174,5.353589749424189
1608,Cachoeira Alta (GO),710,750,840,569,Cachoeira Alta,GO,CACHOEIRA ALTA GO,Cachoeira Alta GO,12297,1654.554,7.432214361090662
1976,Cachoeira Dourada (GO),698,703,804,602,Cachoeira Dourada,GO,CACHOEIRA DOURADA GO,Cachoeira Dourada GO,8102,521.134,15.546865105711774
1136,Cachoeira Dourada (MG),726,695,850,648,Cachoeira Dourada,MG,CACHOEIRA DOURADA MG,Cachoeira Dourada MG,2677,200.928,13.32318044274566
312,Cachoeira Paulista (SP),764,733,837,728,Cachoeira Paulista,SP,CACHOEIRA PAULISTA SP,Cachoeira Paulista SP,33067,287.99,114.81995902635508
752,Cachoeira da Prata (MG),741,689,834,707,Cachoeira da Prata,MG,CACHOEIRA DA PRATA MG,Cachoeira da Prata MG,3616,61.381,58.9107378504749
1123,Cachoeira de Goiás (GO),727,680,838,674,Cachoeira de Goiás,GO,CACHOEIRA DE GOIAS GO,Cachoeira de Goiás GO,1361,422.751,3.21938919127335
1742,Cachoeira de Minas (MG),706,673,821,637,Cachoeira de Minas,MG,CACHOEIRA DE MINAS MG,Cachoeira de Minas MG,11514,304.243,37.84474909858238
4683,Cachoeira de Pajeú (MG),578,563,771,444,Cachoeira de Pajeú,MG,CACHOEIRA DE PAJEU MG,Cachoeira de Pajeú MG,9382,695.672,13.486240642141698
5256,Cachoeira do Arari (PA),546,525,778,398,Cachoeira do Arari,PA,CACHOEIRA DO ARARI PA,Cachoeira do Arari PA,23466,3100.261,7.569040155006304
5556,Cachoeira do Piriá (PA),473,449,779,303,Cachoeira do Piriá,PA,CACHOEIRA DO PIRIA PA,Cachoeira do Piriá PA,33178,2419.6,13.712183832038354
723,Cachoeira do Sul (RS),742,739,854,648,Cachoeira do Sul,RS,CACHOEIRA DO SUL RS,Cachoeira do Sul RS,82547,3735.026,22.100783234172937
4484,Cachoeira dos Índios (PB),587,583,766,453,Cachoeira dos Índios,PB,CACHOEIRA DOS INDIOS PB,Cachoeira dos Índios PB,10182,193.068,52.73789545652309
1932,Cachoeiras de Macacu (RJ),700,695,817,603,Cachoeiras de Macacu,RJ,CACHOEIRAS DE MACACU RJ,Cachoeiras de Macacu RJ,58560,954.749,61.335492365009024
4658,Cachoeirinha (PE),579,587,753,439,Cachoeirinha,PE,CACHOEIRINHA PE,Cachoeirinha PE,20258,179.262,113.00777632738674
3552,Cachoeirinha (TO),627,548,762,590,Cachoeirinha,TO,CACHOEIRINHA TO,Cachoeirinha TO,2266,352.346,6.431178443915924
640,Cachoeiro de Itapemirim (ES),746,733,837,677,Cachoeiro de Itapemirim,ES,CACHOEIRO DE ITAPEMIRIM ES,Cachoeiro de Itapemirim ES,207324,864.583,239.7965261866125
4249,Cacimba de Areia (PB),596,553,771,497,Cacimba de Areia,PB,CACIMBA DE AREIA PB,Cacimba de Areia PB,3729,220.38,16.920773209910156
4974,Cacimba de Dentro (PB),564,551,777,419,Cacimba de Dentro,PB,CACIMBA DE DENTRO PB,Cacimba de Dentro PB,17159,168.107,102.07189468612252
5444,Cacimbas (PB),523,501,672,425,Cacimbas,PB,CACIMBAS PB,Cacimbas PB,7145,126.543,56.463020475253465
5389,Cacimbinhas (AL),531,559,697,384,Cacimbinhas,AL,CACIMBINHAS AL,Cacimbinhas AL,10730,273.767,39.19391307206493
2868,Cacique Doble (RS),662,677,810,528,Cacique Doble,RS,CACIQUE DOBLE RS,Cacique Doble RS,5055,203.797,24.80409427027876
1376,Cacoal (RO),718,727,821,620,Cacoal,RO,CACOAL RO,Cacoal RO,84813,3792.892,22.36103743528685
1328,Caconde (SP),720,701,858,620,Caconde,SP,CACONDE SP,Caconde SP,18961,468.214,40.49643966220575
3359,Caculé (BA),637,621,769,541,Caculé,BA,CACULE BA,Caculé BA,23045,610.983,37.71790704487687
5296,Caetanos (BA),542,536,725,409,Caetanos,BA,CAETANOS BA,Caetanos BA,15524,877.65,17.688144476727626
3588,Caetité (BA),625,631,801,484,Caetité,BA,CAETITE BA,Caetité BA,50861,2651.537,19.181704799895307
4557,Cafarnaum (BA),584,554,734,490,Cafarnaum,BA,CAFARNAUM BA,Cafarnaum BA,18356,643.66,28.518161762421155
2127,Cafeara (PR),693,683,811,602,Cafeara,PR,CAFEARA PR,Cafeara PR,2914,185.8,15.683530678148546
593,Cafelândia (PR),748,723,835,692,Cafelândia,PR,CAFELANDIA PR,Cafelândia PR,17775,271.724,65.41564234296565
732,Cafelândia (SP),742,714,867,661,Cafelândia,SP,CAFELANDIA SP,Cafelândia SP,17689,920.28,19.22132394488634
2145,Cafezal do Sul (PR),692,686,792,611,Cafezal do Sul,PR,CAFEZAL DO SUL PR,Cafezal do Sul PR,4080,335.392,12.164869764335464
3435,Caiana (MG),633,631,833,483,Caiana,MG,CAIANA MG,Caiana MG,5450,106.465,51.19053209975109
2128,Caiapônia (GO),693,701,808,588,Caiapônia,GO,CAIAPONIA GO,Caiapônia GO,18715,8635.129,2.1673098340511183
1338,Caibaté (RS),719,709,857,611,Caibaté,RS,CAIBATE RS,Caibaté RS,4856,260.561,18.63671078941208
1101,Caibi (SC),728,737,830,631,Caibi,SC,CAIBI SC,Caibi SC,6167,173.079,35.63112798201977
1604,Caicó (RN),710,703,824,619,Caicó,RN,CAICO RN,Caicó RN,67554,1228.583,54.98529606872307
3535,Cairu (BA),627,600,807,510,Cairu,BA,CAIRU BA,Cairu BA,17913,448.818,39.91150087563333
1964,Caiçara (RS),699,721,817,580,Caiçara,RS,CAICARA RS,Caiçara RS,4788,188.983,25.335612197922565
4782,Caiçara do Norte (RN),574,572,727,454,Caiçara do Norte,RN,CAICARA DO NORTE RN,Caiçara do Norte RN,9315,514.394,18.10868711532405
4480,Caiçara do Rio do Vento (RN),587,553,734,499,Caiçara do Rio do Vento,RN,CAICARA DO RIO DO VENTO RN,Caiçara do Rio do Vento RN,3652,261.194,13.981944455079365
5161,Cajapió (MA),553,466,720,505,Cajapió,MA,CAJAPIO MA,Cajapió MA,11136,545.244,20.423883619076964
5445,Cajari (MA),523,456,747,421,Cajari,MA,CAJARI MA,Cajari MA,19307,662.066,29.16174520365039
2100,Cajati (SP),694,658,832,611,Cajati,SP,CAJATI SP,Cajati SP,28605,454.436,62.94615743471028
2464,Cajazeiras (PB),679,668,815,574,Cajazeiras,PB,CAJAZEIRAS PB,Cajazeiras PB,61776,565.899,109.16435618370062
5001,Cajazeiras do Piauí (PI),562,525,752,449,Cajazeiras do Piauí,PI,CAJAZEIRAS DO PIAUI PI,Cajazeiras do Piauí PI,3544,514.364,6.890062290517999
5193,Cajazeirinhas (PB),550,521,773,413,Cajazeirinhas,PB,CAJAZEIRINHAS PB,Cajazeirinhas PB,3181,287.894,11.049205610398271
934,Cajobi (SP),734,714,822,674,Cajobi,SP,CAJOBI SP,Cajobi SP,10486,176.929,59.26671150574524
5014,Cajueiro (AL),562,542,691,473,Cajueiro,AL,CAJUEIRO AL,Cajueiro AL,21194,94.357,224.61502591222697
5252,Cajueiro da Praia (PI),546,551,739,400,Cajueiro da Praia,PI,CAJUEIRO DA PRAIA PI,Cajueiro da Praia PI,7608,271.165,28.056718234285395
1532,Cajuru (SP),713,693,825,633,Cajuru,SP,CAJURU SP,Cajuru SP,25935,660.088,39.29021585000788
4899,Caldas Brandão (PB),568,562,723,451,Caldas Brandão,PB,CALDAS BRANDAO PB,Caldas Brandao PB,5982,55.854,107.10065527983672
2264,Caldas (MG),687,701,873,529,Caldas,MG,CALDAS MG,Caldas MG,14417,711.414,20.26527450963855
960,Caldas Novas (GO),733,739,832,640,Caldas Novas,GO,CALDAS NOVAS GO,Caldas Novas GO,93458,1851.927,50.465272119257406
4794,Caldeirão Grande (BA),573,526,758,473,Caldeirão Grande,BA,CALDEIRAO GRANDE BA,Caldeirao Grande BA,13260,458.311,28.93231888390198
4446,Caldeirão Grande do Piauí (PI),588,561,744,486,Caldeirão Grande do Piauí,PI,CALDEIRAO GRANDE DO PIAUI PI,Caldeirao Grande do Piauí PI,5770,467.083,12.353264837298724
1254,Califórnia (PR),722,718,821,638,Califórnia,PR,CALIFORNIA PR,Califórnia PR,8533,141.817,60.16909115268268
3675,Calmon (SC),622,618,779,500,Calmon,SC,CALMON SC,Calmon SC,3357,634.567,5.290221521131732
4827,Calumbi (PE),571,567,715,460,Calumbi,PE,CALUMBI PE,Calumbi PE,5753,179.314,32.08338445408613
4937,Calçado (PE),566,529,731,468,Calçado,PE,CALCADO PE,Calçado PE,11089,121.945,90.93443765632048
3242,Calçoene (AP),643,636,759,550,Calçoene,AP,CALCOENE AP,Calçoene AP,10926,14117.297,0.7739441905911592
4631,Camacan (BA),581,608,768,419,Camacan,BA,CAMACAN BA,Camacan BA,31968,584.848,54.66035619511395
2197,Camacho (MG),690,639,840,612,Camacho,MG,CAMACHO MG,Camacho MG,2934,223.001,13.15689167313151
4905,Camalaú (PB),567,549,770,431,Camalaú,PB,CAMALAU PB,Camalaú PB,5994,543.688,11.024705345712984
4948,Camamu (BA),565,562,710,452,Camamu,BA,CAMAMU BA,Camamu BA,35248,839.702,41.97679653019762
2214,Camanducaia (MG),689,707,837,553,Camanducaia,MG,CAMANDUCAIA MG,Camanducaia MG,21738,528.688,41.116878007444846
1811,Camapuã (MS),703,715,817,596,Camapuã,MS,CAMAPUA MS,Camapua MS,13727,6228.631,2.2038550686338616
1994,Camaquã (RS),697,715,819,578,Camaquã,RS,CAMAQUA RS,Camaqua RS,66034,1680.168,39.30202217873451
885,Camargo (RS),736,762,854,612,Camargo,RS,CAMARGO RS,Camargo RS,2724,138.069,19.72926580188167
1294,Cambará (PR),721,711,818,645,Cambará,PR,CAMBARA PR,Cambará PR,25252,366.153,68.96570559301712
2004,Cambará do Sul (RS),697,705,838,574,Cambará do Sul,RS,CAMBARA DO SUL RS,Cambará do Sul RS,6456,1207.916,5.344742515208012
2175,Cambuci (RJ),691,672,809,608,Cambuci,RJ,CAMBUCI RJ,Cambuci RJ,15496,558.281,27.7566315171034
1956,Cambuquira (MG),699,691,856,577,Cambuquira,MG,CAMBUQUIRA MG,Cambuquira MG,12816,246.38,52.01720918905755
531,Cambuí (MG),751,722,872,674,Cambuí,MG,CAMBUI MG,Cambuí MG,32992,368.218,89.59909618758452
4694,Cametá (PA),577,538,754,474,Cametá,PA,CAMETA PA,Cametá PA,136390,3081.367,44.26282231230489
3716,Camocim (CE),620,565,729,578,Camocim,CE,CAMOCIM CE,Camocim CE,63408,1128.894,56.16824963194064
4462,Camocim de São Félix (PE),588,585,738,472,Camocim de São Félix,PE,CAMOCIM DE SAO FELIX PE,Camocim de Sao Félix PE,18627,71.985,258.7622421337779
1654,Campanha (MG),709,715,849,587,Campanha,MG,CAMPANHA MG,Campanha MG,16565,335.587,49.36126846391547
3792,Campanário (MG),616,607,831,464,Campanário,MG,CAMPANARIO MG,Campanário MG,3711,442.398,8.388374269323098
5075,Campestre (AL),559,550,729,435,Campestre,AL,CAMPESTRE AL,Campestre AL,6918,65.91,104.96131087847064
1973,Campestre (MG),698,712,843,566,Campestre,MG,CAMPESTRE MG,Campestre MG,21056,577.843,36.43896352469443
1731,Campestre da Serra (RS),706,713,886,557,Campestre da Serra,RS,CAMPESTRE DA SERRA RS,Campestre da Serra RS,3380,537.994,6.282597947189002
3056,Campestre de Goiás (GO),653,628,799,556,Campestre de Goiás,GO,CAMPESTRE DE GOIAS GO,Campestre de Goiás GO,3610,273.815,13.184084144404068
3082,Campestre do Maranhão (MA),652,611,774,586,Campestre do Maranhão,MA,CAMPESTRE DO MARANHAO MA,Campestre do Maranhao MA,14294,615.384,23.227773227773227
1311,Campina Grande (PB),720,702,812,654,Campina Grande,PB,CAMPINA GRANDE PB,Campina Grande PB,506146,1382.186,366.1923937878115
1777,Campina Verde (MG),704,714,868,562,Campina Verde,MG,CAMPINA VERDE MG,Campina Verde MG,19738,3650.749,5.406561776775122
1803,Campina da Lagoa (PR),704,677,829,623,Campina da Lagoa,PR,CAMPINA DA LAGOA PR,Campina da Lagoa PR,14366,796.614,18.033828177762377
837,Campina das Missões (RS),738,698,849,677,Campina das Missões,RS,CAMPINA DAS MISSOES RS,Campina das Missões RS,5553,224.801,24.701847411710805
1408,Campina do Monte Alegre (SP),717,687,846,634,Campina do Monte Alegre,SP,CAMPINA DO MONTE ALEGRE SP,Campina do Monte Alegre SP,5991,185.031,32.378358221054846
3489,Campina do Simão (PR),630,598,792,527,Campina do Simão,PR,CAMPINA DO SIMAO PR,Campina do Simao PR,3917,448.424,8.73503648332828
29,Campinas (SP),805,829,860,731,Campinas,SP,CAMPINAS SP,Campinas SP,2140988,1774.602,1206.460941664666
5281,Campinas do Piauí (PI),544,524,776,397,Campinas do Piauí,PI,CAMPINAS DO PIAUI PI,Campinas do Piauí PI,5603,831.201,6.740848483098552
368,Campinas do Sul (RS),760,753,842,691,Campinas do Sul,RS,CAMPINAS DO SUL RS,Campinas do Sul RS,5471,276.162,19.81083566891897
3474,Campinaçu (GO),631,644,819,476,Campinaçu,GO,CAMPINACU GO,Campinaçu GO,3649,1974.375,1.8481798037353596
2230,Campinorte (GO),688,685,841,565,Campinorte,GO,CAMPINORTE GO,Campinorte GO,12486,1067.193,11.69985185435062
5338,Campinápolis (MT),538,597,803,324,Campinápolis,MT,CAMPINAPOLIS MT,Campinápolis MT,15830,5981.707,2.646401771266964
4861,Campo Alegre (AL),570,531,742,470,Campo Alegre,AL,CAMPO ALEGRE AL,Campo Alegre AL,56579,312.708,180.9323714135871
1503,Campo Alegre (SC),714,677,845,636,Campo Alegre,SC,CAMPO ALEGRE SC,Campo Alegre SC,11974,499.216,23.985609435595013
2078,Campo Alegre de Goiás (GO),694,702,811,586,Campo Alegre de Goiás,GO,CAMPO ALEGRE DE GOIAS GO,Campo Alegre de Goiás GO,7437,2462.993,3.019497010344731
5102,Campo Alegre de Lourdes (BA),557,516,778,430,Campo Alegre de Lourdes,BA,CAMPO ALEGRE DE LOURDES BA,Campo Alegre de Lourdes BA,28844,2781.17,10.371174721430188
5349,Campo Alegre do Fidalgo (PI),537,528,762,385,Campo Alegre do Fidalgo,PI,CAMPO ALEGRE DO FIDALGO PI,Campo Alegre do Fidalgo PI,5019,657.796,7.630025114169133
3681,Campo Azul (MG),621,550,799,546,Campo Azul,MG,CAMPO AZUL MG,Campo Azul MG,3810,505.914,7.530924228228513
1576,Campo Belo (MG),711,706,868,586,Campo Belo,MG,CAMPO BELO MG,Campo Belo MG,53866,528.225,101.97548393203654
3284,Campo Belo do Sul (SC),641,648,768,528,Campo Belo do Sul,SC,CAMPO BELO DO SUL SC,Campo Belo do Sul SC,7081,1028.097,6.8874824068157
2420,Campo Bonito (PR),681,690,813,562,Campo Bonito,PR,CAMPO BONITO PR,Campo Bonito PR,3905,433.832,9.00118018034631
2192,Campo Erê (SC),690,702,787,595,Campo Erê,SC,CAMPO ERE SC,Campo Erê SC,8636,479.392,18.01448501435151
1739,Campo Florido (MG),706,735,858,558,Campo Florido,MG,CAMPO FLORIDO MG,Campo Florido MG,8029,1264.245,6.350825987051561
4506,Campo Formoso (BA),586,566,749,475,Campo Formoso,BA,CAMPO FORMOSO BA,Campo Formoso BA,70912,7161.827,9.901384102129247
5440,Campo Grande (AL),524,502,739,387,Campo Grande,AL,CAMPO GRANDE AL,Campo Grande AL,9549,169.988,56.17455349789397
107,Campo Grande (MS),784,790,844,724,Campo Grande,MS,CAMPO GRANDE MS,Campo Grande MS,885711,8092.951,109.44227884241484
5048,Campo Grande do Piauí (PI),560,545,721,446,Campo Grande do Piauí,PI,CAMPO GRANDE DO PIAUI PI,Campo Grande do Piauí PI,5919,311.829,18.981557199619026
5411,Campo Largo do Piauí (PI),528,479,766,401,Campo Largo do Piauí,PI,CAMPO LARGO DO PIAUI PI,Campo Largo do Piauí PI,7245,477.629,15.168676943820412
2893,Campo Limpo de Goiás (GO),661,654,829,533,Campo Limpo de Goiás,GO,CAMPO LIMPO DE GOIAS GO,Campo Limpo de Goiás GO,7636,159.557,47.85750546826527
3006,Campo Maior (PI),656,629,793,566,Campo Maior,PI,CAMPO MAIOR PI,Campo Maior PI,46770,1680.803,27.825985555713547
429,Campo Mourão (PR),757,749,841,689,Campo Mourão,PR,CAMPO MOURAO PR,Campo Mourao PR,94212,749.638,125.6766599345284
